Epoch	Training Loss	Training Accuracy
1	1.2687194347381592	0.5097222328186035
2	0.7545649409294128	0.5423611402511597
3	0.7427536249160767	0.543749988079071
4	0.7324489951133728	0.5548611283302307
5	0.7192603349685669	0.5583333373069763
6	0.7222227454185486	0.5451388955116272
7	0.7177670001983643	0.5729166865348816
8	0.7097504734992981	0.5666666626930237
9	0.7117610573768616	0.5368055701255798
10	0.6930325627326965	0.5687500238418579
11	0.7125284671783447	0.5638889074325562
12	0.7045460343360901	0.5736111402511597
13	0.6983875036239624	0.5645833611488342
14	0.7020578384399414	0.5513888597488403
15	0.6942949891090393	0.5631944537162781
16	0.6924753785133362	0.5694444179534912
17	0.6941267251968384	0.5833333134651184
18	0.6927939653396606	0.5986111164093018
19	0.6865168809890747	0.5874999761581421
20	0.6933921575546265	0.5798611044883728
21	0.6897823214530945	0.5833333134651184
22	0.6875214576721191	0.5958333611488342
23	0.6944462656974792	0.5847222208976746
24	0.6837442517280579	0.5930555462837219
25	0.6859190464019775	0.5777778029441833
26	0.6739034056663513	0.6076388955116272
27	0.6815077662467957	0.5972222089767456
28	0.6834895014762878	0.5861111283302307
29	0.6857234239578247	0.6000000238418579
30	0.6870260238647461	0.6027777791023254
31	0.6789801120758057	0.6069444417953491
32	0.6798712015151978	0.6097221970558167
33	0.6811233758926392	0.5993055701255798
34	0.6833913326263428	0.581250011920929
35	0.6821483969688416	0.6048611402511597
36	0.6750608086585999	0.6138888597488403
37	0.6750539541244507	0.6076388955116272
38	0.6851901412010193	0.605555534362793
39	0.6812798976898193	0.59375
40	0.6865912079811096	0.5930555462837219
41	0.6818212270736694	0.5916666388511658
42	0.6767256259918213	0.5951389074325562
43	0.6797274947166443	0.5874999761581421
44	0.6694346070289612	0.5958333611488342
45	0.6840081810951233	0.5993055701255798
46	0.6798825860023499	0.6083333492279053
47	0.6837343573570251	0.6020833253860474
48	0.6763648390769958	0.5923610925674438
49	0.6765965223312378	0.6118055582046509
50	0.6855610013008118	0.5965277552604675
51	0.671984076499939	0.6076388955116272
52	0.6755091547966003	0.5993055701255798
53	0.6632661819458008	0.5979166626930237
54	0.6747576594352722	0.6020833253860474
55	0.6737654209136963	0.5986111164093018
56	0.67079097032547	0.6229166388511658
57	0.6925990581512451	0.5874999761581421
58	0.6732641458511353	0.6013888716697693
59	0.6695971488952637	0.6034722328186035
60	0.661229133605957	0.6201388835906982
61	0.6635552644729614	0.605555534362793
62	0.6790013313293457	0.6034722328186035
63	0.6649618148803711	0.6048611402511597
64	0.6712605357170105	0.612500011920929
65	0.6695684790611267	0.6104166507720947
66	0.6639742255210876	0.612500011920929
67	0.6715666055679321	0.6083333492279053
68	0.6731277704238892	0.6013888716697693
69	0.6626726984977722	0.6076388955116272
70	0.6732204556465149	0.6048611402511597
71	0.6705390214920044	0.6083333492279053
72	0.6617050766944885	0.6236110925674438
73	0.6682818531990051	0.6215277910232544
74	0.663201630115509	0.6138888597488403
75	0.669704794883728	0.5923610925674438
76	0.6611839532852173	0.6180555820465088
77	0.6622336506843567	0.6312500238418579
78	0.6698506474494934	0.6097221970558167
79	0.6606326103210449	0.6222222447395325
80	0.6615796685218811	0.6159722208976746
81	0.6652878522872925	0.6256944537162781
82	0.6628736257553101	0.6159722208976746
83	0.6662521362304688	0.6194444298744202
84	0.6715896129608154	0.6180555820465088
85	0.677202045917511	0.6118055582046509
86	0.6641272902488708	0.6270833611488342
87	0.6804908514022827	0.6006944179534912
88	0.6621811985969543	0.6298611164093018
89	0.6564515233039856	0.6159722208976746
90	0.6595749258995056	0.6180555820465088
91	0.666185736656189	0.6013888716697693
92	0.6614298224449158	0.6298611164093018
93	0.6515165567398071	0.6319444179534912
94	0.657588005065918	0.6243055462837219
95	0.658729612827301	0.625
96	0.6609984636306763	0.6187499761581421
97	0.6538541913032532	0.6243055462837219
98	0.6498415470123291	0.6291666626930237
99	0.6564958095550537	0.6194444298744202
100	0.6647298336029053	0.6263889074325562
