Epoch	Training Loss	Training Accuracy
1	1.0813581943511963	0.5034722089767456
2	0.7634205222129822	0.5076388716697693
3	0.7458998560905457	0.5020833611488342
4	0.7352098226547241	0.5277777910232544
5	0.7273002862930298	0.5375000238418579
6	0.7219544053077698	0.5333333611488342
7	0.7194547057151794	0.5388888716697693
8	0.7156804203987122	0.5388888716697693
9	0.7159470319747925	0.5284722447395325
10	0.7130025029182434	0.5291666388511658
11	0.7096474170684814	0.5354166626930237
12	0.7072195410728455	0.5326389074325562
13	0.7040693759918213	0.5375000238418579
14	0.704985499382019	0.5631944537162781
15	0.708444356918335	0.5416666865348816
16	0.7022868990898132	0.5444444417953491
17	0.7025344371795654	0.5395833253860474
18	0.7079519629478455	0.5215277671813965
19	0.6972193121910095	0.5631944537162781
20	0.7047989964485168	0.5381944179534912
21	0.7048893570899963	0.5395833253860474
22	0.6964433789253235	0.5673611164093018
23	0.7019138336181641	0.5527777671813965
24	0.7045593857765198	0.5590277910232544
25	0.7032862305641174	0.5625
26	0.7014963030815125	0.5465278029441833
27	0.7012720108032227	0.5638889074325562
28	0.6930867433547974	0.5472221970558167
29	0.6960873007774353	0.5611110925674438
30	0.6946531534194946	0.5631944537162781
31	0.7049282789230347	0.5409722328186035
32	0.7125028967857361	0.5548611283302307
33	0.7047449946403503	0.5562499761581421
34	0.6993259191513062	0.5638889074325562
35	0.7049370408058167	0.5513888597488403
36	0.7062557339668274	0.5388888716697693
37	0.7070010900497437	0.550694465637207
38	0.7001668810844421	0.5694444179534912
39	0.6933977603912354	0.5736111402511597
40	0.6989015936851501	0.5631944537162781
41	0.69062739610672	0.5576388835906982
42	0.6968615651130676	0.5680555701255798
43	0.6854798793792725	0.5625
44	0.6978776454925537	0.5576388835906982
45	0.6940490007400513	0.5444444417953491
46	0.68697589635849	0.5555555820465088
47	0.688772439956665	0.550694465637207
48	0.688822329044342	0.5527777671813965
49	0.6952143311500549	0.550694465637207
50	0.6824864745140076	0.5756944417953491
51	0.6977947354316711	0.5611110925674438
52	0.6864964962005615	0.5631944537162781
53	0.6769060492515564	0.5729166865348816
54	0.6855817437171936	0.5777778029441833
55	0.6808745265007019	0.5680555701255798
56	0.681167483329773	0.5645833611488342
57	0.6759917736053467	0.5770833492279053
58	0.6805105209350586	0.5687500238418579
59	0.6840882897377014	0.5763888955116272
60	0.6751608848571777	0.581944465637207
61	0.6748976111412048	0.5909722447395325
62	0.6739400029182434	0.5847222208976746
63	0.6679989099502563	0.5895833373069763
64	0.6736828684806824	0.5979166626930237
65	0.6772286891937256	0.5874999761581421
66	0.6775606870651245	0.6013888716697693
67	0.6660681962966919	0.5895833373069763
68	0.6762428879737854	0.5930555462837219
69	0.6849268674850464	0.5715277791023254
70	0.6731663346290588	0.5930555462837219
71	0.6794335246086121	0.5888888835906982
72	0.6789044141769409	0.5979166626930237
73	0.6713539958000183	0.5895833373069763
74	0.6879918575286865	0.5777778029441833
75	0.679840624332428	0.5888888835906982
76	0.6737048029899597	0.6118055582046509
77	0.6772717833518982	0.581250011920929
78	0.6762306690216064	0.5958333611488342
79	0.6804855465888977	0.6111111044883728
80	0.6694799065589905	0.612500011920929
81	0.6700187921524048	0.6138888597488403
82	0.68076491355896	0.5861111283302307
83	0.6770252585411072	0.605555534362793
84	0.6840214729309082	0.5895833373069763
85	0.6755610704421997	0.6041666865348816
86	0.6794794201850891	0.6034722328186035
87	0.6670685410499573	0.6006944179534912
88	0.6733392477035522	0.6118055582046509
89	0.6774329543113708	0.5861111283302307
90	0.6744845509529114	0.6083333492279053
91	0.6624889969825745	0.6222222447395325
92	0.6731067895889282	0.5944444537162781
93	0.6734276413917542	0.6097221970558167
94	0.6691503524780273	0.6145833134651184
95	0.6667885184288025	0.6076388955116272
96	0.6713437438011169	0.6312500238418579
97	0.6874461770057678	0.5888888835906982
98	0.6638667583465576	0.6118055582046509
99	0.6743839383125305	0.6256944537162781
100	0.6699314713478088	0.6138888597488403
