fold 1

Epoch	Training Loss	Training Accuracy
1	1.0854889154434204	0.49166667461395264
2	0.7604837417602539	0.4833333194255829
3	0.7464450597763062	0.5041666626930237
4	0.7369774580001831	0.5020833611488342
5	0.7302155494689941	0.48819443583488464
6	0.7251192927360535	0.48055556416511536
7	0.7209300398826599	0.4958333373069763
8	0.717761754989624	0.4555555582046509
9	0.7148076295852661	0.49166667461395264
10	0.712336540222168	0.5062500238418579
11	0.7153268456459045	0.518750011920929
12	0.7123911380767822	0.4937500059604645
13	0.711244523525238	0.5104166865348816
14	0.710147500038147	0.4923610985279083
15	0.7064775228500366	0.5361111164093018
16	0.7083190679550171	0.512499988079071
17	0.7070239782333374	0.5180555582046509
18	0.7100324034690857	0.5243055820465088
19	0.707348644733429	0.5298610925674438
20	0.716847836971283	0.5229166746139526
21	0.7099114060401917	0.5076388716697693
22	0.7015454769134521	0.5298610925674438
23	0.7053154110908508	0.5486111044883728
24	0.7017599940299988	0.543055534362793
25	0.702353835105896	0.5340277552604675
26	0.6952772736549377	0.5659722089767456
27	0.7018738389015198	0.5604166388511658
28	0.7055078148841858	0.5472221970558167
29	0.7051233649253845	0.5423611402511597
30	0.7017413377761841	0.5534722208976746
31	0.6942177414894104	0.5659722089767456
32	0.7028403878211975	0.543749988079071
33	0.6966895461082458	0.5569444298744202
34	0.6931247115135193	0.5763888955116272
35	0.694334864616394	0.5701388716697693
36	0.6890702247619629	0.581250011920929
37	0.6942602396011353	0.5833333134651184
38	0.6922095417976379	0.5736111402511597
39	0.6867135763168335	0.5895833373069763
40	0.6918073296546936	0.5840277671813965
41	0.6873930096626282	0.5631944537162781
42	0.6935107707977295	0.5652777552604675
43	0.6842681765556335	0.574305534362793
44	0.6906904578208923	0.5777778029441833
45	0.6853705644607544	0.5854166746139526
46	0.6845525503158569	0.5902777910232544
47	0.6958193182945251	0.5666666626930237
48	0.6899333596229553	0.5833333134651184
49	0.6863200068473816	0.5868055820465088
50	0.6877082586288452	0.5805555582046509
51	0.6872740983963013	0.5826388597488403
52	0.6850981116294861	0.5888888835906982
53	0.6801508069038391	0.5840277671813965
54	0.6813138723373413	0.59375
55	0.6765187382698059	0.5958333611488342
56	0.688251256942749	0.574305534362793
57	0.6777917146682739	0.6090278029441833
58	0.6887037754058838	0.581944465637207
59	0.6855465173721313	0.5854166746139526
60	0.6776716709136963	0.5965277552604675
61	0.6834378838539124	0.6020833253860474
62	0.6837851405143738	0.5902777910232544
63	0.6876667737960815	0.5861111283302307
64	0.6791185140609741	0.5902777910232544
65	0.683983325958252	0.6048611402511597
66	0.681951105594635	0.5944444537162781
67	0.6874514818191528	0.5874999761581421
68	0.6752851009368896	0.5951389074325562
69	0.6767376661300659	0.605555534362793
70	0.6755607724189758	0.6104166507720947
71	0.6742600798606873	0.6187499761581421
72	0.6814295649528503	0.5993055701255798
73	0.680633008480072	0.5847222208976746
74	0.6755315065383911	0.6097221970558167
75	0.671116292476654	0.5951389074325562
76	0.6830877065658569	0.6006944179534912
77	0.6682471036911011	0.6083333492279053
78	0.674288809299469	0.6097221970558167
79	0.672627866268158	0.6194444298744202
80	0.6773911118507385	0.5986111164093018
81	0.6781032085418701	0.6048611402511597
82	0.6739152669906616	0.6145833134651184
83	0.6823589205741882	0.5965277552604675
84	0.6626793742179871	0.6319444179534912
85	0.6727761030197144	0.605555534362793
86	0.6676077246665955	0.6083333492279053
87	0.6803283095359802	0.6166666746139526
88	0.6722813248634338	0.6236110925674438
89	0.6721527576446533	0.6118055582046509
90	0.6678810715675354	0.6291666626930237
91	0.6756868362426758	0.6097221970558167
92	0.6714949607849121	0.6152777671813965
93	0.6722288131713867	0.6256944537162781
94	0.6641829013824463	0.6229166388511658
95	0.6597092151641846	0.6159722208976746
96	0.6698415875434875	0.612500011920929
97	0.6586041450500488	0.6388888955116272
98	0.6663194894790649	0.6180555820465088
99	0.6670003533363342	0.6326388716697693
100	0.6646629571914673	0.6229166388511658


fold 2
Epoch	Training Loss	Training Accuracy
1	1.0813581943511963	0.5034722089767456
2	0.7634205222129822	0.5076388716697693
3	0.7458998560905457	0.5020833611488342
4	0.7352098226547241	0.5277777910232544
5	0.7273002862930298	0.5375000238418579
6	0.7219544053077698	0.5333333611488342
7	0.7194547057151794	0.5388888716697693
8	0.7156804203987122	0.5388888716697693
9	0.7159470319747925	0.5284722447395325
10	0.7130025029182434	0.5291666388511658
11	0.7096474170684814	0.5354166626930237
12	0.7072195410728455	0.5326389074325562
13	0.7040693759918213	0.5375000238418579
14	0.704985499382019	0.5631944537162781
15	0.708444356918335	0.5416666865348816
16	0.7022868990898132	0.5444444417953491
17	0.7025344371795654	0.5395833253860474
18	0.7079519629478455	0.5215277671813965
19	0.6972193121910095	0.5631944537162781
20	0.7047989964485168	0.5381944179534912
21	0.7048893570899963	0.5395833253860474
22	0.6964433789253235	0.5673611164093018
23	0.7019138336181641	0.5527777671813965
24	0.7045593857765198	0.5590277910232544
25	0.7032862305641174	0.5625
26	0.7014963030815125	0.5465278029441833
27	0.7012720108032227	0.5638889074325562
28	0.6930867433547974	0.5472221970558167
29	0.6960873007774353	0.5611110925674438
30	0.6946531534194946	0.5631944537162781
31	0.7049282789230347	0.5409722328186035
32	0.7125028967857361	0.5548611283302307
33	0.7047449946403503	0.5562499761581421
34	0.6993259191513062	0.5638889074325562
35	0.7049370408058167	0.5513888597488403
36	0.7062557339668274	0.5388888716697693
37	0.7070010900497437	0.550694465637207
38	0.7001668810844421	0.5694444179534912
39	0.6933977603912354	0.5736111402511597
40	0.6989015936851501	0.5631944537162781
41	0.69062739610672	0.5576388835906982
42	0.6968615651130676	0.5680555701255798
43	0.6854798793792725	0.5625
44	0.6978776454925537	0.5576388835906982
45	0.6940490007400513	0.5444444417953491
46	0.68697589635849	0.5555555820465088
47	0.688772439956665	0.550694465637207
48	0.688822329044342	0.5527777671813965
49	0.6952143311500549	0.550694465637207
50	0.6824864745140076	0.5756944417953491
51	0.6977947354316711	0.5611110925674438
52	0.6864964962005615	0.5631944537162781
53	0.6769060492515564	0.5729166865348816
54	0.6855817437171936	0.5777778029441833
55	0.6808745265007019	0.5680555701255798
56	0.681167483329773	0.5645833611488342
57	0.6759917736053467	0.5770833492279053
58	0.6805105209350586	0.5687500238418579
59	0.6840882897377014	0.5763888955116272
60	0.6751608848571777	0.581944465637207
61	0.6748976111412048	0.5909722447395325
62	0.6739400029182434	0.5847222208976746
63	0.6679989099502563	0.5895833373069763
64	0.6736828684806824	0.5979166626930237
65	0.6772286891937256	0.5874999761581421
66	0.6775606870651245	0.6013888716697693
67	0.6660681962966919	0.5895833373069763
68	0.6762428879737854	0.5930555462837219
69	0.6849268674850464	0.5715277791023254
70	0.6731663346290588	0.5930555462837219
71	0.6794335246086121	0.5888888835906982
72	0.6789044141769409	0.5979166626930237
73	0.6713539958000183	0.5895833373069763
74	0.6879918575286865	0.5777778029441833
75	0.679840624332428	0.5888888835906982
76	0.6737048029899597	0.6118055582046509
77	0.6772717833518982	0.581250011920929
78	0.6762306690216064	0.5958333611488342
79	0.6804855465888977	0.6111111044883728
80	0.6694799065589905	0.612500011920929
81	0.6700187921524048	0.6138888597488403
82	0.68076491355896	0.5861111283302307
83	0.6770252585411072	0.605555534362793
84	0.6840214729309082	0.5895833373069763
85	0.6755610704421997	0.6041666865348816
86	0.6794794201850891	0.6034722328186035
87	0.6670685410499573	0.6006944179534912
88	0.6733392477035522	0.6118055582046509
89	0.6774329543113708	0.5861111283302307
90	0.6744845509529114	0.6083333492279053
91	0.6624889969825745	0.6222222447395325
92	0.6731067895889282	0.5944444537162781
93	0.6734276413917542	0.6097221970558167
94	0.6691503524780273	0.6145833134651184
95	0.6667885184288025	0.6076388955116272
96	0.6713437438011169	0.6312500238418579
97	0.6874461770057678	0.5888888835906982
98	0.6638667583465576	0.6118055582046509
99	0.6743839383125305	0.6256944537162781
100	0.6699314713478088	0.6138888597488403

fold 3
Epoch	Training Loss	Training Accuracy
1	1.5935672521591187	0.4965277910232544
2	0.7604435682296753	0.5048611164093018
3	0.7511196732521057	0.518750011920929
4	0.7423896193504333	0.5236111283302307
5	0.7363471388816833	0.5131944417953491
6	0.7316890358924866	0.5305555462837219
7	0.728119432926178	0.49444442987442017
8	0.7243995666503906	0.5263888835906982
9	0.7244210839271545	0.5055555701255798
10	0.724847137928009	0.5291666388511658
11	0.7186938524246216	0.5173611044883728
12	0.716472864151001	0.5388888716697693
13	0.7141978144645691	0.543055534362793
14	0.7137917280197144	0.5520833134651184
15	0.7130801677703857	0.5402777791023254
16	0.7099090218544006	0.5326389074325562
17	0.7105162143707275	0.5326389074325562
18	0.7053701877593994	0.5597222447395325
19	0.7080800533294678	0.5256944298744202
20	0.7078350186347961	0.5486111044883728
21	0.7062209844589233	0.550694465637207
22	0.7052607536315918	0.5472221970558167
23	0.70127934217453	0.5645833611488342
24	0.7045708298683167	0.5493055582046509
25	0.7056136131286621	0.53125
26	0.6983804702758789	0.5458333492279053
27	0.6943175792694092	0.550694465637207
28	0.70009845495224	0.5618055462837219
29	0.7031078338623047	0.5541666746139526
30	0.7003636360168457	0.5645833611488342
31	0.704113781452179	0.5534722208976746
